prompt_id,p_hat,bucket,base,grpo,opd,rlopd,agopd
33a8f936-ecbe-4934-b3cb-0278579ecffb,0.625,.5-.75,True,True,False,False,False
d3dc6019-50a4-4412-8451-ed53e213710b,0.625,.5-.75,True,True,True,True,True
c14cc34f-b4f5-4686-9a7b-0ef17a5b7f4c,0.25,.25-.5,False,True,False,False,False
85cc62fd-4aaf-450f-9214-c9007b5890af,0.0,hard(p=0),False,False,False,False,False
c0c8b036-9be9-4ea6-bf0c-a93d68f63159,0.0,hard(p=0),False,False,False,False,False
23fbadbf-55e3-46b6-9093-f504cec768a8,0.75,easy(>.75),True,True,False,True,False
0a652d57-8a98-4203-9b3d-9aa89f00d394,0.0,hard(p=0),False,False,False,False,False
bc42c804-f96b-4db3-b6f1-393b91d062ee,0.0,hard(p=0),False,False,False,False,False
9cbe278b-940d-4fa2-8d86-2f4bc2c366c4,0.375,.25-.5,False,False,False,True,False
af58b994-c5fd-4983-bcca-0f3173e7570c,0.0,hard(p=0),False,False,False,False,False
f8b9a7f0-c683-48c2-b090-71d62ac4070d,0.875,easy(>.75),True,True,True,True,False
ae096e34-240e-4c4b-8b9d-4d34eaac4c0d,0.125,.125-.25,True,True,False,False,False
5be95466-f7b9-44c9-85e6-e3a9669c19d1,0.5,.5-.75,True,True,False,True,True
13c9819b-a44c-439c-b45f-6e81ae7bfc4c,0.125,.125-.25,False,False,False,False,False
27ab1ff2-7526-40d8-9399-851a47887db7,0.125,.125-.25,False,False,False,False,False
f1db291a-9c0d-4869-b94d-2610f8f74e20,0.0,hard(p=0),False,False,False,False,False
753aad4e-25b3-4687-8fe6-2bfbf81e367e,0.375,.25-.5,True,True,True,True,True
e35e4b2f-0564-42a1-aa70-1795df1b2252,0.0,hard(p=0),False,False,False,False,False
6be7671b-319d-4e45-835c-f12dd345448c,0.0,hard(p=0),False,False,False,False,False
c40108e9-2928-4ab7-b4d1-25fb6f5a0f93,0.0,hard(p=0),False,False,False,False,False
479a82a8-9756-4481-9e47-5ef2f7924119,0.25,.25-.5,False,False,False,False,False
9597b9b2-c092-41a6-9952-d964c8fb00fe,0.0,hard(p=0),False,False,False,False,False
fea9e31e-4c49-400c-a8d0-041362e793b5,0.75,easy(>.75),False,True,False,True,True
5e3ea537-345b-4fba-89f5-880cf1a305d9,0.75,easy(>.75),False,True,True,False,True
7ccea437-6988-477b-99f6-34f69c85f731,0.0,hard(p=0),False,False,False,False,False
378cda86-23af-47f5-b25a-1e45eba910c1,0.0,hard(p=0),False,False,False,False,False
b5e7977d-fae7-46cb-8053-02c8063d411e,0.0,hard(p=0),False,False,False,False,True
f8dff8fe-a396-488b-bc58-6ae57f2cc3ef,1.0,easy(>.75),True,True,False,True,False
bc4b6ce4-3aeb-406e-9e0e-06297c2af364,0.125,.125-.25,False,False,False,False,False
03810ad5-4874-45e1-aed7-0494786cc97a,0.125,.125-.25,False,False,False,False,False
3853a4e3-3375-4c47-83b5-012bd16151b8,0.75,easy(>.75),True,True,True,True,True
581ef6f4-e643-4562-a650-4d42f7bd5898,0.375,.25-.5,False,True,True,True,True
66b42d2d-7f4f-40b0-8711-4f5027f9f284,0.875,easy(>.75),True,True,True,True,True
39393da5-7d6d-4022-b5c7-bb6d164d925b,0.125,.125-.25,False,False,True,False,False
12359933-f87b-4dd1-99c4-8aa838b60322,0.0,hard(p=0),False,False,False,False,False
12bc4ede-ce4a-4b52-8c24-01da62067e9a,0.0,hard(p=0),True,False,False,False,True
3e3e7c29-1518-4677-a366-cb158d04753a,0.125,.125-.25,False,False,True,False,False
8ea2ab90-509f-42eb-9fe7-0c2df4f34c29,0.0,hard(p=0),True,True,False,False,True
fe717e8f-83c4-4ccd-8f49-2e71d9b52b76,0.0,hard(p=0),False,False,False,False,True
8e611889-31ed-481b-8b70-186e5616b2ef,0.0,hard(p=0),False,False,False,False,False
b2565e50-c9d7-4d89-ad6c-9b45b5991743,0.0,hard(p=0),False,False,False,True,True
96777be7-393d-4b22-80a2-23867308f56a,0.125,.125-.25,False,False,False,False,False
8bf372f7-b87d-401c-9757-5016dc5c8fc5,0.0,hard(p=0),False,False,False,False,False
c4ebb328-5d32-4071-bfa3-71fa20afde1a,0.625,.5-.75,False,True,True,True,True
7226a746-2b4b-498a-b775-44136ac468a2,0.0,hard(p=0),False,False,False,False,False
65a0253b-3aa1-4ab2-998f-807ab79448d4,0.0,hard(p=0),False,False,False,False,False
f7c0ed4b-6b78-4c88-863d-74960f5df2a3,0.0,hard(p=0),False,False,False,False,False
a0036fe4-6fa5-47ff-8d2b-624ae3006a70,0.875,easy(>.75),True,True,True,True,False
610dd9a0-6a3b-48f3-bb55-684f78eaaffa,0.0,hard(p=0),False,False,False,False,False
99866edf-df57-4e7e-9bb5-b2fd2a1f87c7,0.375,.25-.5,True,True,True,True,True
4ed6e1ed-6a22-48a6-8341-3d7a8c55bf23,0.75,easy(>.75),True,False,False,False,True
b888b82f-c24e-4d74-b314-1cd5678e738f,0.0,hard(p=0),False,False,False,False,False
aaaa09ce-5710-4148-9e3c-c26cf946d931,0.375,.25-.5,False,False,True,False,False
fbf9d71d-e661-4ab2-9ea6-f32c2f714e09,0.0,hard(p=0),False,False,False,False,False
f8cc47b6-68ae-4706-9c11-52c9cdeedbee,0.875,easy(>.75),True,False,False,False,True
5f414a9a-7aab-4417-a43a-bcd8205dec29,0.125,.125-.25,False,False,False,False,False
d788fb56-d666-4b4d-bfa5-411df374d206,0.625,.5-.75,True,True,True,True,True
4cd58260-6eec-42c1-aa55-a8f83d34aebe,0.0,hard(p=0),False,False,False,False,False
2208df74-0664-4c5c-a17b-3bce471a6013,0.0,hard(p=0),False,False,False,False,True
605cfbae-7f6b-42fb-9079-116e0785d1ed,0.25,.25-.5,False,False,False,False,False
43dbeabf-188b-405c-a2a7-bf046244d2a4,0.25,.25-.5,True,True,True,True,True
9c7a1b12-f077-4294-98c6-bbb9c2df6166,0.125,.125-.25,False,True,True,False,False
15a8364b-85d0-402b-b84a-9e4bbbb4e0f9,0.375,.25-.5,True,True,True,True,True
532598e5-73ea-458d-9201-780eccd1dca9,0.0,hard(p=0),False,False,False,False,False
e37c9b88-27d0-4370-80f7-cdc28f1aa7d4,0.875,easy(>.75),True,True,True,False,False
72dd1479-2bdf-445e-9107-6601daa2819e,0.0,hard(p=0),False,False,False,False,False
f5af448e-6604-4589-a39d-154d274edce5,0.0,hard(p=0),False,False,False,False,False
9eb6f258-d2be-493c-afb8-e1bddc19f1d7,0.0,hard(p=0),False,False,False,False,False
46152872-81fc-4b83-8a45-7e9be5e066ac,0.5,.5-.75,False,True,True,True,False
535b00f5-436e-4aa9-8539-08ccc7d962e7,0.0,hard(p=0),False,False,False,False,False
47e96fde-145d-48ed-9e80-9a077067cc84,0.0,hard(p=0),False,False,False,False,False
28f048ac-bfce-4098-8f0a-bbb65e1eacaf,0.125,.125-.25,False,False,False,False,False
56e60e89-e40a-4950-849f-b8b970fd4882,0.375,.25-.5,False,True,True,True,True
9a90384c-df01-4cf3-9e41-a6c9b6450ac6,0.0,hard(p=0),False,False,False,False,False
e81537e1-236c-407d-adf4-37f952bb8e76,0.375,.25-.5,False,False,False,False,False
f861d087-6ea8-4012-88b8-4254d0f25a90,0.0,hard(p=0),False,False,False,False,False
7d27f8e7-a868-4630-add5-c20b826b0c42,0.125,.125-.25,False,True,True,False,False
3e43f67c-858e-498d-b8da-960960bc6875,0.75,easy(>.75),False,True,False,False,True
35eaba64-9c6f-417c-ae15-fc5dc274437b,0.0,hard(p=0),False,False,False,False,False
663d87a0-db1b-48b2-b563-f81bca9b5bf1,0.625,.5-.75,False,True,False,True,False
3ced7e9a-5e7c-4921-8c97-7562d86b4c92,0.125,.125-.25,False,True,False,False,True
17ba19e8-73fd-4772-abca-b0ded7847de5,0.0,hard(p=0),False,False,False,False,False
5585520b-e89c-4c8c-afdb-172b0137f0e2,0.0,hard(p=0),False,False,False,False,False
155382bb-298c-49c0-8eca-6fdf2a6a4cc1,0.0,hard(p=0),False,False,False,False,False
8bc92ba9-19e9-4171-a846-b23b769a2416,0.125,.125-.25,True,True,True,False,True
b2c73c51-efaa-4def-87d0-649eda173f33,0.0,hard(p=0),False,False,False,False,False
e0737a3d-1ce3-4447-85e9-faba50e4ddca,0.0,hard(p=0),False,False,False,False,False
77b78d84-9a58-486e-8d6a-e461bea1b9b4,0.0,hard(p=0),False,False,False,False,False
c67a46a6-a612-49f1-95b5-432975155f15,0.25,.25-.5,False,False,False,False,False
4fa0d1e0-239a-4541-839e-08bcd46f33a2,0.25,.25-.5,True,True,True,True,True
1754252a-b880-4460-a8b6-eded836343eb,0.0,hard(p=0),False,False,False,False,False
10454080-3cd6-4f74-9afe-fffe2fb06979,0.0,hard(p=0),False,False,True,False,False
e18034d9-3126-48d1-8d7b-143f47becb70,0.0,hard(p=0),False,False,False,False,False
6a1993ad-9863-48cb-924d-5552889ceb49,0.375,.25-.5,False,False,False,False,True
3ba530ed-3dfa-4943-a3bc-f66eb307746b,0.875,easy(>.75),True,True,False,True,True
500acf38-a4bf-4429-a2da-4013e716b329,0.0,hard(p=0),False,False,False,False,False
9cb8f262-6246-4e58-93e3-92668410eff2,0.875,easy(>.75),True,True,True,False,True
51efdc11-9e92-4b72-a64d-446618d1d238,0.25,.25-.5,False,False,False,False,False
19d26a23-7b75-4df6-8248-391d6d9e412d,0.0,hard(p=0),False,True,False,False,False
411b9a21-f7d4-46ac-9bbe-c02af61dcf5c,0.75,easy(>.75),False,True,True,True,True
11e15de3-1856-458b-9d47-87f80dc3c516,0.75,easy(>.75),False,True,False,False,False
0d34e918-c27b-4276-b864-c934d26d1806,0.0,hard(p=0),False,False,False,False,False
56a6e6e2-a71e-426b-aa52-ed9d21fabfce,0.125,.125-.25,False,False,False,False,False
3f386c13-2ceb-46d2-aca2-3d92fbf5dd9e,0.0,hard(p=0),False,False,False,False,False
dfca06c7-2354-42b4-a3e8-bd398fde2503,0.25,.25-.5,False,False,True,False,False
6dbfaff5-1a69-4170-b74d-c29728e3d0bb,0.0,hard(p=0),False,False,False,False,False
badcdb7b-8ad1-47b6-b078-f514f29ad644,0.25,.25-.5,False,False,False,False,False
dc269bd8-a8b0-49b3-9636-54379fd925d6,0.0,hard(p=0),False,False,False,False,False
1da1206b-3565-4bc2-b7a3-2bab47cdc22d,0.25,.25-.5,False,False,False,False,False
bd55ed9e-9840-415e-98a8-abc4462dde8d,0.75,easy(>.75),False,True,True,True,True
9f0ccdc2-dbfe-4467-a272-1a9e9229de92,0.0,hard(p=0),False,False,False,False,False
c5eb660a-6597-4fbc-bd0a-dd3f165e326a,0.0,hard(p=0),False,False,False,False,False
45df8fc0-698f-413e-ae44-e77cd12ad156,0.0,hard(p=0),False,False,False,False,False
94d914f3-99f6-48a8-b067-1e852be67ec1,0.125,.125-.25,True,False,False,True,False
af7e2875-be99-430d-b118-5225e6d575fa,0.0,hard(p=0),True,False,False,False,False
515edfea-6cd8-4d9a-8023-a80a56098ba0,0.5,.5-.75,True,True,False,False,False
78dbc2fa-2d95-47b7-8e68-4fe1c5f3339c,0.0,hard(p=0),False,False,False,False,False
b63b3231-0e86-4941-8664-efeaa5b3b732,0.0,hard(p=0),False,False,False,False,False
dce99ae0-063a-42a0-a26e-574437a8e5dc,0.0,hard(p=0),False,False,True,False,False
dd14e348-331e-4558-8973-56fdac123585,0.875,easy(>.75),False,False,False,False,False
29ae2e4e-631e-47b3-83fb-77cea98575be,0.125,.125-.25,False,False,False,False,False
b70548fc-38a6-4d56-8937-4343f74f734a,0.0,hard(p=0),False,True,False,False,False
6d86b726-6838-4c9b-ac1c-89f75ee56daf,0.0,hard(p=0),False,False,False,False,False
9a953b6d-8c7a-42b0-b6b7-770b36c74888,0.0,hard(p=0),False,False,False,False,False
4aec9727-61c8-43f8-957d-c3f1a2619f15,0.0,hard(p=0),False,False,False,False,False
cff25ab5-f227-4d26-b311-d04970bc31ce,0.0,hard(p=0),False,False,False,False,False
ab5fa0ca-49f6-4d31-9088-7b732a477575,0.0,hard(p=0),False,False,False,False,False
fb15b574-03ef-4b66-9345-23e1a56f9712,0.0,hard(p=0),False,False,False,True,True
cfe321e3-88f7-4a63-bdd0-697a15ab7915,0.875,easy(>.75),True,False,True,True,False
18ad988e-ae9f-4a4a-8413-c4fb9540e9ea,0.5,.5-.75,True,True,False,False,True
58e70240-af4d-44ac-bf58-a6023cdae96b,0.0,hard(p=0),False,False,False,False,False
a8662188-a038-4d8b-9fbe-1f43ebf47f75,0.0,hard(p=0),False,False,False,False,False
505b8b29-c2ba-4072-8b34-1000d7d3b5d2,0.0,hard(p=0),False,False,False,False,False
73a92850-6818-4397-af97-14910c217461,0.25,.25-.5,True,True,True,True,True
f480fd83-a360-49f6-abc0-5a09559bd7de,0.0,hard(p=0),False,False,False,False,False
2104e67f-6528-4763-9730-19166ba40ada,0.125,.125-.25,False,False,False,False,True
1cc49a67-d3b7-45d2-9637-edb76eb216db,0.875,easy(>.75),False,True,False,False,False
4f09b7ec-2217-4d3b-9fe2-7151381ae836,0.0,hard(p=0),False,False,False,False,False
2e2e37e6-e74c-4cba-ba8b-4139af4ab279,0.0,hard(p=0),False,False,False,False,False
fe485d25-e928-4098-9aef-995e26d8692e,0.25,.25-.5,False,False,False,False,False
27471804-3c37-43b3-a704-f503c414e2e5,0.0,hard(p=0),False,False,False,False,False
9acd4f36-6578-49f7-8854-81b46d4c8fb9,0.0,hard(p=0),False,False,False,False,False
5cfebaaa-68f9-4b61-a44e-1901534cbe3c,1.0,easy(>.75),True,True,True,True,True
3e7d49de-d2eb-4ac9-949d-1f1d6201ade8,0.375,.25-.5,True,True,False,False,False
4657ef40-9abd-4dfe-8229-df9a934f900c,0.0,hard(p=0),False,False,False,False,True
6ce83d8f-6a69-4645-a04c-bde0e6404deb,0.0,hard(p=0),False,False,False,False,False
99de6120-c1db-41fa-b701-a44bbe5bf25f,0.0,hard(p=0),False,False,False,False,False
5d0d82e9-1eb0-4488-b57d-18b35865cc1f,0.625,.5-.75,True,True,False,False,False
6a62f767-9e3d-4e7b-9b5f-58b31c1e6cc1,0.0,hard(p=0),False,False,False,False,False
f33e97fe-c339-440f-b2eb-4db12ac387dc,0.0,hard(p=0),False,False,False,False,False
784ee50f-a386-4a65-bd9d-58edbf1bc858,0.375,.25-.5,True,False,False,False,False
2f4d9757-9e7e-42ce-bba3-c89b3b47cb15,0.25,.25-.5,False,False,True,False,False
cc7bcbba-8f48-4973-845e-cf514dd94c40,0.0,hard(p=0),False,False,False,False,False
78916699-6bc2-469f-b1fe-616f6e0e8fee,0.0,hard(p=0),False,False,True,False,False
4fac3e29-6843-441a-8d50-3e32590977fb,0.0,hard(p=0),False,False,False,False,False
2934cb84-fa0a-4ce3-ab67-9891e91ef817,0.0,hard(p=0),False,False,False,False,False
f416deef-61b0-4f7d-8c92-d40001f73e94,0.75,easy(>.75),False,True,False,True,False
01109e3e-d9e4-4af6-8ce1-221a7b9b37ad,0.0,hard(p=0),False,False,False,False,False
45a96338-f6c2-4187-a320-5fa311f459ca,0.0,hard(p=0),False,False,False,False,False
1a55d72d-8688-4f1a-8eef-f4a87865fcdf,0.0,hard(p=0),False,False,False,False,False
558eebc7-deb0-4e92-8d96-3ad38a7a485c,0.625,.5-.75,False,True,True,True,True
17771ff8-6361-4e47-bf6e-565c519f657a,0.0,hard(p=0),False,False,False,False,False
51439734-6f6b-4a14-b340-43fdea56b95c,1.0,easy(>.75),True,False,True,True,True
d7c6211d-9b71-4f8c-b8dd-40a2684458cf,1.0,easy(>.75),True,True,True,True,True
d620215a-0db2-43cc-9fc5-4131daa32cc0,0.0,hard(p=0),False,False,False,False,False
c292c264-d4c7-44e0-83f4-dfab63c1ab92,0.125,.125-.25,True,False,False,False,False
18a8aa02-b619-4523-bf91-5ca3dd2160e0,0.25,.25-.5,False,False,False,False,False
c57107b3-1c3a-4a8f-bfd7-cebbaca0d877,0.375,.25-.5,True,True,True,True,False
02a6d4dc-77be-4721-8de2-928d538181da,0.5,.5-.75,False,True,True,True,True
5c69c40f-198a-4620-97bb-dc8a096a0e39,0.125,.125-.25,False,False,False,True,False
c56e2cf7-7793-46ad-923f-0dfbb766e89e,0.0,hard(p=0),False,False,True,False,False
d73ba4fd-fdbc-4b46-990a-5084f3b71821,0.25,.25-.5,True,False,True,True,True
f3d6f98d-644d-41da-b13a-c95fd9670da3,0.875,easy(>.75),False,True,True,True,True
1ff908a9-34c6-48b8-9dde-ff33b7d806b2,0.0,hard(p=0),True,True,False,False,False
de679487-5d67-46fd-a1b1-e0bf2bea123d,0.5,.5-.75,False,True,False,False,False
d1ec3fc0-9d61-45be-bb25-32bd027ed24a,0.375,.25-.5,False,False,False,False,False
f42f7435-42a0-4f76-9105-7a46c8bd6f12,0.25,.25-.5,True,True,False,True,False
8478d1c8-8d0c-4edb-8a19-3b9028ab67b3,0.25,.25-.5,True,True,False,False,True
b9d85a26-59fe-42e0-920a-331dc4b376d9,1.0,easy(>.75),False,True,False,True,True
7bb59298-223e-49f7-9658-e8b2e03b5d82,0.0,hard(p=0),False,False,False,False,False
d2ae44d9-2650-4941-a30e-66aaf675b161,0.875,easy(>.75),False,True,False,False,True
64bb5b47-9a97-4bf1-a348-25bc5232b76e,0.0,hard(p=0),False,False,False,False,False
7a6bfa23-5a34-4fc1-b2c8-71c01653db0c,0.125,.125-.25,False,True,False,False,False
e6543411-c59c-44a3-a600-a0424767bd70,0.0,hard(p=0),False,False,False,False,False
c9d19d27-6a15-4f23-9f87-c6db24a51dee,0.0,hard(p=0),False,False,False,False,False
53cc7a0e-a91d-441d-8fd5-d9d80a11204d,0.0,hard(p=0),False,True,True,True,True
a889d536-cf4a-47dd-9eb4-955f697d0ca6,1.0,easy(>.75),True,True,True,True,True
849e6a19-10b1-4770-b55f-77b55a9d2760,0.0,hard(p=0),False,False,False,False,False
86289c57-5eaa-4f05-9d57-ef7ec7f1cdb4,0.75,easy(>.75),True,True,False,False,True
708c8c55-6c1a-4ca0-af11-c24bd784f9ce,0.5,.5-.75,False,True,False,False,False
fdde2d18-5a7f-4209-8836-123375b95db0,0.0,hard(p=0),False,False,False,False,False
745967fb-3031-441f-bdf5-91a2984e8341,0.375,.25-.5,False,False,False,False,False
dc184d5f-25ca-4da2-bcde-f5a79ec0e4cf,0.0,hard(p=0),False,False,False,False,False
b51f0b45-4e8a-487d-b400-cd805add120d,0.25,.25-.5,False,False,True,False,True
dec2c211-c699-48f1-b46b-6a1df1c9500c,0.5,.5-.75,False,False,True,False,False
1227ca3b-a573-4680-be16-c1b1bec7e403,0.0,hard(p=0),False,False,False,False,False
0332021f-0487-4b0a-8022-08a8071c902a,0.0,hard(p=0),False,False,False,False,False
bb12de74-d5ec-4953-a624-353887210a78,0.0,hard(p=0),False,False,False,False,False
b0b703af-fd85-4b67-937b-d94a956bc287,0.0,hard(p=0),False,False,False,False,False
abb405f3-e4d4-4514-a215-764c5f3d28c7,0.0,hard(p=0),False,False,False,False,False
a81ccbc9-5d33-472e-8c2e-1c63adf3e393,0.625,.5-.75,True,True,True,True,True
86908508-ff8d-4c3b-890d-ae3ccc5e3e7c,0.875,easy(>.75),False,True,True,True,True
b4251aeb-9c42-4ca6-a888-824f759b61ec,0.875,easy(>.75),True,False,True,True,True
fb0aa0af-7625-422b-a4b9-97ed1db4e8f3,0.875,easy(>.75),False,False,False,False,False
6e21235e-2269-4542-9a8a-9bfed02140fe,0.0,hard(p=0),False,False,False,False,False
4378c3cd-cd34-4139-b7b9-52ec21a246c7,0.0,hard(p=0),False,False,False,False,False
964a6186-8e25-4ccb-8bd7-c8ffad9cfa11,0.0,hard(p=0),False,False,False,False,False
8bba544c-e669-4023-b8cc-fb756c42e3a2,0.875,easy(>.75),True,False,True,True,True
eac8876d-4456-4564-96ed-db06304ebc5e,0.0,hard(p=0),False,False,False,False,False
26124067-785a-4b32-b37f-2f76d102be9e,0.125,.125-.25,False,False,False,False,False
bf51c176-299e-48b5-8912-08ee6be6104b,1.0,easy(>.75),True,True,True,True,False
e4c98f27-6ffa-4959-8f96-56eb40f04d5f,0.375,.25-.5,False,False,False,False,False
f4dc33d1-dcb9-41dc-b1b1-340a47b2ed83,0.5,.5-.75,False,False,True,False,False
602690b8-58c0-479b-9648-2d47efe768ca,0.375,.25-.5,False,False,False,False,True
25fdcf48-304f-4ebb-ac99-757c1b9170c1,0.0,hard(p=0),False,False,True,False,True
a60d7f8f-2f5a-4c46-811e-495494358ddf,0.0,hard(p=0),False,False,False,False,False
2c6a87b5-fcbf-41df-b542-29e43f62f9e4,1.0,easy(>.75),True,True,True,True,True
4ab7bb06-89d8-45ed-8238-eb54cb9e2294,0.0,hard(p=0),False,False,False,False,False
5fc38948-2124-409d-92ce-5174a94bf421,0.5,.5-.75,False,True,False,False,False
29874818-92ad-485c-b651-2893f0b6c588,0.0,hard(p=0),False,False,False,False,False
3f8af685-d342-4529-bf12-a9a5d3d0f86d,0.125,.125-.25,True,True,True,True,True
7cd9f6a5-11da-4cfb-b1a2-97fbeb7d9251,0.0,hard(p=0),False,False,False,False,False
24ab796b-95f3-4855-b642-4d60d953be90,0.0,hard(p=0),False,False,False,False,False
a125694f-6fa7-4f26-a6d2-494bd7ca6cff,0.125,.125-.25,False,False,False,False,False
b149777a-d6b4-4af7-9473-cbfcd353163b,0.0,hard(p=0),False,True,False,True,False
3d4bc49e-2c81-4d96-9e25-4a4bf0428658,0.0,hard(p=0),True,False,True,False,False
c8c4667b-70e3-4d1c-9bdd-f81934138bd9,0.875,easy(>.75),True,True,False,True,True
57a9956b-3a96-435f-a599-fa15c08e7189,0.0,hard(p=0),False,False,False,False,False
062ca0e0-bda9-4b0b-ab46-b0529207261f,0.0,hard(p=0),False,False,False,False,False
f4bbba0b-1f84-4b9b-be40-79cda066df3d,0.0,hard(p=0),True,True,True,True,True
727158ed-aec4-4bef-a014-c006c3964b3a,0.25,.25-.5,False,False,False,False,False
38c2111c-f94d-4717-a26c-a2548fbb8158,0.125,.125-.25,False,False,False,False,False
615e7aa8-b0ce-412c-a708-f0e884d29591,0.25,.25-.5,False,False,False,False,False
81f72aed-f229-44be-9cce-7b013c4a509e,0.0,hard(p=0),False,False,False,False,False
94bde7e4-cf1f-4506-8b80-389959cadf11,0.125,.125-.25,False,True,False,False,False
60a21f32-93ef-4019-9ad7-94b79ef08e43,0.0,hard(p=0),False,False,False,False,False
b5681218-4dcd-4a97-97df-495f1e0de034,0.0,hard(p=0),False,False,False,False,False
a8d62cdc-f0e8-44dc-9614-9fc042ffe036,0.125,.125-.25,True,True,False,True,True
c3939994-996c-48cd-81d8-4245999eff30,0.0,hard(p=0),True,True,False,True,False
72c5db7c-757d-4ea8-b53e-e2f273071006,0.625,.5-.75,True,True,True,True,True
6a9910b6-0d1a-44ae-99ee-69834736a143,0.5,.5-.75,False,True,True,False,True
d7005fa9-7dc3-4a6b-8a7c-956ddec41b73,0.125,.125-.25,False,False,False,False,False
a936380f-cb50-4c0a-bf10-ee9fe441c878,0.0,hard(p=0),False,False,False,False,False
434f18e9-435d-410c-b770-66eef5181c31,0.5,.5-.75,True,True,True,True,True
ce0cdcb0-24da-4f19-b9bf-b669be83b4bf,0.125,.125-.25,True,False,True,False,False
64a27e7e-31c9-4c3e-9592-ce15a5929227,0.0,hard(p=0),False,False,False,False,True
5df259da-76a0-4c4c-b568-88b29e734535,0.125,.125-.25,True,False,True,False,False
031474ac-1c72-4a45-8a12-079baed26b39,0.0,hard(p=0),False,False,False,False,False
26f22743-2de1-4aa4-afd1-b89f0ee28e6e,0.125,.125-.25,True,True,False,False,False
e95dd307-20ff-4ca1-8012-d197a85c7fe9,0.0,hard(p=0),False,True,True,True,True
f233c131-de52-4a0c-84dc-7316a2aff5de,0.0,hard(p=0),False,False,False,False,False
b2ce0b43-fc47-455a-9eff-4230cdfe63ad,0.125,.125-.25,False,False,False,True,False
f1a08743-07bb-4150-b218-4429b450ab6d,0.0,hard(p=0),False,False,False,False,False
bc2112e5-92cc-4dd8-aa37-cdf0f41a2d2e,0.0,hard(p=0),False,False,False,False,False
0f6bd92d-be15-4452-b11b-1dd98c7b2e4f,0.0,hard(p=0),False,False,False,False,False
fc7dfe43-166e-4a12-8202-290efe1e53b1,0.0,hard(p=0),False,False,False,False,False
2fa35708-19ed-42a1-9f04-d3ef3eca9359,0.375,.25-.5,False,True,True,True,True
a059e68f-e207-4b2c-af08-573f33ccf559,0.25,.25-.5,False,False,False,True,False
6631a34f-d08d-4f77-9282-6bc5fef57745,0.25,.25-.5,False,False,False,False,False
40d62269-a935-4993-b743-991b683ec4c4,0.125,.125-.25,False,True,False,False,False
03ae8a31-6c6b-4541-890b-7ab03fc48684,1.0,easy(>.75),True,True,True,True,True
cc7c4c4f-7752-48ab-9190-c83345064f96,0.0,hard(p=0),False,False,False,False,False
e378d97c-b7e6-4c23-b34f-f666b463c11b,0.0,hard(p=0),False,False,False,False,False
e85460f7-8826-4682-b99d-0c5b1f3332c9,0.0,hard(p=0),False,False,False,False,False
a886d611-1830-4452-ad7c-0ab5460f36b4,0.25,.25-.5,True,True,True,True,True
5d21ea89-7190-4dc8-b6c2-540ec349219b,0.375,.25-.5,False,False,False,True,True
7bed931b-7d6a-44df-873d-813516266de6,0.0,hard(p=0),False,False,False,False,False
a57c7be5-07ff-48ef-b11c-576b968ba3e4,0.125,.125-.25,False,False,False,False,False
5b3f9e18-0278-4ade-ba91-f2c40b1207b3,0.0,hard(p=0),False,False,False,False,True
7c315521-3c9f-4b5e-8da4-0f03c5765cba,0.375,.25-.5,False,False,True,False,False
bead8f6e-43ba-4313-8ba0-4762b3a946ad,0.0,hard(p=0),False,False,False,False,False
190bc9ce-b4dc-4632-b65f-ad5e35045b60,0.375,.25-.5,False,False,False,False,False
040445a0-34b5-4402-88ae-195252fdd1e9,0.125,.125-.25,False,False,False,False,False
153bee40-ebb5-43a8-9fbd-f312071e37a2,0.0,hard(p=0),False,False,False,False,False
563bbce8-4152-425f-82aa-8f557c8a9d36,0.0,hard(p=0),False,False,False,False,False
cb08fad6-f3ea-48b3-b679-58a2f164a786,0.25,.25-.5,False,True,False,False,True
35267123-db81-478c-9fbe-ab57437d73f1,1.0,easy(>.75),False,True,True,True,True
6a32bb9f-0051-4021-803a-52106f3fd173,0.125,.125-.25,False,True,False,False,False
4ffd40ca-d7c6-4c40-8654-e1cf43cd7076,0.0,hard(p=0),False,False,False,False,False
cfebae23-1716-48aa-a1e2-bcaa2a10f0ab,0.0,hard(p=0),False,False,False,False,False
8bfb57f4-8190-4b9a-bd65-a493d9fd407a,0.125,.125-.25,False,False,False,False,False
f1a2fd5e-f063-47e7-ba0a-9865ac7678f5,0.25,.25-.5,True,True,False,False,False
e518a2e9-3061-4631-85d1-aa07b25289c0,0.0,hard(p=0),False,False,False,False,False
2934a436-e4f5-43ce-a1ef-d8081f940983,0.0,hard(p=0),False,False,False,False,False
34692ca5-a8bf-4640-b688-fd12ae14b2a1,0.125,.125-.25,False,True,False,False,False
f8f601b9-3faa-4535-b9fc-d87ab93e167e,0.375,.25-.5,False,False,False,False,False
6f87895c-7234-440a-9718-4c12506d3bb2,0.0,hard(p=0),False,False,False,False,True
84501b44-688d-4518-be16-d188f0a0e8d3,0.25,.25-.5,True,True,False,True,False
a412ac94-b1a4-4e43-a7db-a1b46e109b5e,0.125,.125-.25,False,False,True,False,False
34d12d8d-4f52-480c-bea8-c0fce73e52ee,0.125,.125-.25,False,False,False,False,False
9898df30-2a7e-437b-b10f-a74b2c38d1b5,0.25,.25-.5,False,False,False,True,True
1e548130-2a28-498e-ad17-7a2bf5582506,0.25,.25-.5,True,True,True,False,True
b74ca996-cd80-44f0-b3d6-2cc1657e2de9,0.0,hard(p=0),False,False,False,False,False
